eth_time,eth_price,eth_high,eth_low,eth_24hourhigh,eth_24hourlow,eth_nexthourprice,eth_nextdayprice,eth_nextweekprice,btc_time,btc_price,btc_high,btc_low,btc_24hourhigh,btc_24hourlow,btc_nexthourprice,btc_nextdayprice,btc_nextweekprice
2022-05-03T14:00:00.000-07:00,2787.254305049272,2791.661114480563,2776.3494771105034,2871.600680434054,2769.6135340189426,2790.624717742506,2938.677963078719,2265.6587687425636,2022-05-03T14:00:00.000-07:00,37848.86337154899,37725.42981405385,37942.277205691156,38607.29858649615,37695.27480266707,37805.6692940024,39789.46675263707,30350.618339619705
2022-05-03T15:00:00.000-07:00,2790.624717742506,2794.6857507403456,2789.684211103368,2869.1592967631855,2769.6135340189426,2783.293811075091,2929.453666449233,2313.7932708108783,2022-05-03T15:00:00.000-07:00,37805.6692940024,37804.45455976883,37805.6692940024,38574.66054050642,37695.27480266707,37738.194908569894,39767.245288998834,30877.257611397406
2022-05-03T16:00:00.000-07:00,2783.293811075091,2786.375533080945,2778.756507725049,2869.1592967631855,2769.6135340189426,2788.350106763965,2937.9531664769465,2340.172990366274,2022-05-03T16:00:00.000-07:00,37738.194908569894,37738.194908569894,37790.365871799186,38574.66054050642,37695.27480266707,37804.337558575935,39722.59769318141,30956.765060712834
2022-05-03T17:00:00.000-07:00,2788.350106763965,2791.383005687983,2780.235127383226,2869.1592967631855,2769.6135340189426,2788.2570411080783,2943.1097055547807,2353.037212935116,2022-05-03T17:00:00.000-07:00,37804.337558575935,37798.6572790583,37804.337558575935,38574.66054050642,37695.27480266707,37858.505561359816,39691.79859750283,31165.024916128074
2022-05-03T18:00:00.000-07:00,2788.2570411080783,2789.9605739497188,2787.6737613174078,2869.1592967631855,2769.6135340189426,2793.2957529712517,2942.708813312822,2344.392251741683,2022-05-03T18:00:00.000-07:00,37858.505561359816,37858.10226452976,37858.505561359816,38574.66054050642,37695.27480266707,37980.01362176647,39691.99857721593,30842.654392983055
2022-05-03T19:00:00.000-07:00,2793.2957529712517,2801.2806837284547,2787.916952016371,2869.1592967631855,2769.6135340189426,2799.3651320122954,2945.7991616654217,2369.327267196703,2022-05-03T19:00:00.000-07:00,37980.01362176647,37892.50054908057,37980.01362176647,38574.66054050642,37695.27480266707,37979.558352035005,39694.89730248708,31404.46960224475
2022-05-03T20:00:00.000-07:00,2799.3651320122954,2800.423478603003,2793.870047773396,2869.1592967631855,2769.6135340189426,2798.1021460626944,2943.0710499448605,2363.053091055514,2022-05-03T20:00:00.000-07:00,37979.558352035005,37979.558352035005,37979.558352035005,38574.66054050642,37695.27480266707,37978.92902310089,39697.79602775824,31316.53836834315
2022-05-03T21:00:00.000-07:00,2798.1021460626944,2802.652365977374,2798.1021460626944,2869.1592967631855,2769.6135340189426,2795.5601225873115,2945.2140986895083,2352.924956768363,2022-05-03T21:00:00.000-07:00,37978.92902310089,37978.9290231009,37978.9290231009,38574.66054050642,37695.27480266707,38017.925906358076,39703.59347830055,31180.900838708752
2022-05-03T22:00:00.000-07:00,2795.5601225873115,2798.5824529013557,2793.7897768099397,2869.1592967631855,2769.6135340189426,2805.984649598056,2933.2826751632774,2382.1546987790143,2022-05-03T22:00:00.000-07:00,38017.925906358076,38017.925906358076,38017.925906358076,38574.66054050642,37695.27480266707,38316.16393033957,39715.18837938517,31511.374403968042
2022-05-03T23:00:00.000-07:00,2805.984649598056,2805.994752790097,2795.4811077703403,2869.1592967631855,2769.6135340189426,2817.4131169104376,2931.634146240569,2314.408765427538,2022-05-03T23:00:00.000-07:00,38316.16393033957,38053.63377073001,38316.16393033957,38574.66054050642,37695.27480266707,38582.63445446327,39668.435864739775,30478.881954612436
2022-05-04T00:00:00.000-07:00,2817.4131169104376,2817.4261453663376,2808.040552597461,2869.1592967631855,2769.6135340189426,2834.971300190705,2934.252506378699,2300.4968866135237,2022-05-04T00:00:00.000-07:00,38582.63445446327,38323.907134483445,38582.63445446327,38574.66054050642,37695.27480266707,38901.53756391435,39645.30047955594,30474.078741018402
2022-05-04T01:00:00.000-07:00,2834.971300190705,2835.6354693875064,2819.0598105261124,2869.1592967631855,2769.6135340189426,2834.583750851547,2925.1396987068365,2360.5701788624847,2022-05-04T01:00:00.000-07:00,38901.53756391435,38600.94830689019,38901.53756391435,38600.94830689019,37695.27480266707,38928.44791633757,39571.42732560342,31303.7868957959
